ccn,cares_provider_orig,cares_city_orig,cares_state_orig
390062,NASON MEDICAL CENTER LLC,ROARING SPRING,PA
390063,UPMC HAMOT,PITTSBURGH,PA
390065,THE GETTYSBURG HOSPITAL,YORK,PA
390066,WELLSPAN GOOD SAMARITAN HOSPITAL,LEBANON,PA
390066,THE GOOD SAMARITAN HOSPITAL,LEBANON,PA
390067,UPMC PINNACLE HARRISBURG (FKA HARRISBURG HOSPITAL),HARRISBURG,PA
390067,UPMC PINNACLE HOSPITALS,HARRISBURG,PA
390068,UPMC LITITZ,HARRISBURG,PA
390070,PRIME HEALTHCARE SERVICES LOWER BUCKS LLC,BRISTOL,PA
390071,UPMC SUSQUEHANNA LOCK HAVEN,PITTSBURGH,PA
390072,BERWICK HOSPITAL COMPANY LLC,BERWICK,PA
390073,UPMC ALTOONA,PITTSBURGH,PA
390076,"BRANDYWINE HOSPITAL, LLC",WEST READING,PA
390079,ROBERT PACKER HOSPITAL,SAYRE,PA
390080,JEANES HOSPITAL,PHILADELPHIA,PA
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,DREXEL HILL,PA
390081,PROSPECT DCMH LLC,DREXEL HILL,PA
390086,DUBOIS REGIONAL MEDICAL CENTER,DUBOIS,PA
390091,UPMC NORTHWEST,PITTSBURGH,PA
390093,CLARION HOSPITAL,CLARION,PA
390096,PENN STATE HEALTH ST JOSEPH MEDICAL CENTER - MAIN CAMPUS,READING,PA
390096,ST JOSEPH REGIONAL HEALTH NETWORK,READING,PA
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER (AKA HOLY REDEEMER HEALTH SYSTEM),MEADOWBROOK,PA
390097,HOLY REDEEMER HEALTH SYSTEM,PHILADELPHIA,PA
390100,LANCASTER GENERAL HOSPITAL,LANCASTER,PA
390101,UPMC MEMORIAL,HARRISBURG,PA
390102,UPMC ST MARGARET,PITTSBURGH,PA
390104,UPMC KANE,PITTSBURG,PA
390107,UPMC PASSAVANT,PITTSBURGH,PA
390110,DLP CONEMAUGH MEMORIAL MEDICAL CENTER LLC,JOHNSTOWN,PA
390111,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA
390111,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,RADNOR,PA
390112,WINDBER HOSPITAL INC,WINDBER,PA
390113,MEADVILLE MEDICAL CENTER,MEADVILLE,PA
390115,JEFFERSON FRANKFORD HOSPITAL,PHILADELPHIA,PA
390115,JEFFERSON TORRESDALE HOSPITAL,PHILADELPHIA,PA
390115,ARIA HEALTH,PHILADELPHIA,PA
390116,SUBURBAN COMMUNITY HOSPITAL (FKA MERCY SUBURBAN HOSPITAL),EAST NORRITON,PA
390116,PRIME HEALTHCARE SERVICES SUBURBAN HOSPITAL LLC,EAST NORRITON,PA
390119,SCRANTON QUINCY HOSPITAL COMPANY LLC,SCRANTON,PA
390123,POTTSTOWN HOSPITAL LLC,WEST READING,PA
390125,WAYNE MEMORIAL HOSPITAL,HONESDALE,PA
390127,PHOENIXVILLE HOSPITAL,PHOENIXVILLE,PA
390127,PHOENIXVILLE HOSPITAL LLC,WEST READING,PA
390130,DLP CONEMAUGH MINERS MEDICAL CENTER LLC,BRENTWOOD,TN
390133,LEHIGH VALLEY HOSPITAL - CEDAR CREST,ALLENTOWN,PA
390133,LEHIGH VALLEY HOSPITAL,ALLENTOWN,PA
390137,WILKES BARRE HOSPITAL COMPANY LLC,WILKES BARRE,PA
390138,WAYNESBORO HOSPITAL,CHAMBERSBURG,PA
390139,BRYN MAWR HOSPITAL,BRYN MAWR,PA
390139,"MAIN LINE HOSPITALS, INC.",NEWTOWN SQUARE,PA
390142,EINSTEIN MEDICAL CENTER PHILADELPHIA,PHILADELPHIA,PA
390142,ALBERT EINSTEIN MEDICAL CENTER,PHILADELPHIA,PA
390145,WESTMORELAND REGIONAL HOSPITAL,GREENSBURG,PA
390146,WARREN GENERAL HOSPITAL,WARREN,PA
390147,"MONONGAHELA VALLEY HOSPITAL, INC.",MONONGAHELA,PA
390151,THE CHAMBERSBURG HOSPITAL,CHAMBERSBURG,PA
390153,PAOLI HOSPITAL,PAOLI,PA
390153,"MAIN LINE HOSPITALS, INC.",NEWTOWN SQUARE,PA
390156,MERCY CATHOLIC MEDICAL CENTER - MERCY FITZGERALD CAMPUS,DARBY,PA
390156,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,CONSHOHOCKEN,PA
390157,OHIO VALLEY GENERAL HOSPITAL,MC KEES ROCKS,PA
390160,CANONSBURG GENERAL HOSPITAL,PITTSBURGH,PA
390162,"STEWARD EASTON HOSPITAL, INC",WESTWOOD,MA
390163,ARMSTRONG COUNTY MEMORIAL HOSPITAL,KITTANNING,PA
390164,UPMC PRESBYTERIAN SHADYSIDE,PITTSBURGH,PA
390168,BUTLER HEALTH CARE PROVIDERS,BUTLER,PA
390173,INDIANA REGIONAL MEDICAL CENTER,INDIANA,PA
390174,JEFFERSON METHODIST HOSPITAL,PHILADELPHIA,PA
390174,JEFFERSON HOSPITAL FOR NEUROSCIENCE,PHILADELPHIA,PA
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA
390174,THOMAS JEFFERSON UNIVERSITY HOSPITALS INC,PHILADELPHIA,PA
390178,UPMC HORIZON,PITTSBURGH,PA
390179,CHESTER COUNTY HOSPITAL,WEST CHESTER,PA
390180,CROZER-CHESTER MEDICAL CENTER,CHESTER,PA
390180,PROSPECT CCMC LLC,CHESTER,PA
390183,"THE CARBON-SCHUYLKILL COMMUNITY HOSPITAL, INC.",BETHLEHEM,PA
390184,HIGHLANDS HOSPITAL AND HEALTH CENTER,CONNELLSVILLE,PA
390185,LEHIGH VALLEY HOSPITAL - HAZLETON (FKA HAZLETON GENERAL HOSPITAL),HAZLETON,PA
390185,NORTHEASTERN PENNSYLVANIA HEALTH CORPORATION,HAZLETON,PA
390192,TUNKHANNOCK HOSPITAL COMPANY LLC,TUNKHANNOCK,PA
390194,BLUE MOUNTAIN HOSPITAL,BETHLEHEM,PA
390195,LANKENAU MEDICAL CENTER,WYNNEWOOD,PA
390195,"MAIN LINE HOSPITALS, INC.",NEWTOWN SQUARE,PA
390197,ST LUKES SACRED HEART CAMPUS (FKA SACRED HEART HOSPITAL),ALLENTOWN,PA
390197,SACRED HEART HOSPITAL,BETHLEHEM,PA
390198,MILLCREEK COMMUNITY HOSPITAL,ERIE,PA
390199,PUNXSUTAWNEY AREA HOSPITAL INC,PUNXSUTAWNEY,PA
390201,LEHIGH VALLEY HOSPITAL - POCONO (FKA POCONO MEDICAL CENTER),EAST STROUDSBURG,PA
390201,"POCONO MEDICAL CENTER, INC.",EASE STROUDSBURG,PA
390203,DOYLESTOWN HOSPITAL,DOYLESTOWN,PA
390204,NAZARETH HOSPITAL,PHILADELPHIA,PA
390204,NAZARETH HOSPITAL,CONSHOHOCKEN,PA
390205,JEFFERSON BUCKS HOSPITAL,LANGHORNE,PA
390211,"STEWARD SHARON REGIONAL HEALTH SYSTEM, INC.",SHARON,PA
390217,FRICK HOSPITAL AND COMMUNITY HEALTH CENTER,MOUNT PLEASANT,PA
390219,LATROBE AREA HOSPITAL,LATROBE,PA
390220,JENNERSVILLE HOSPITAL,WEST GROVE,PA
390220,"JENNERSVILLE HOSPITAL, LLC",WEST READING,PA
390222,RIDDLE HOSPITAL,MEDIA,PA
390222,RIDDLE MEMORIAL HOSPITAL,NEWTON SQUARE,PA
390223,PENN PRESBYTERIAN MEDICAL CENTER,PHILADELPHIA,PA
390223,PRESBYTERIAN MEDICAL CENTER OF THE UNIVERSITY OF PENNSYLVANIA HEALTH S,PHILADELPHIA,PA
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,EPHRATA,PA
390225,EPHRATA COMMUNITY HOSPITAL,EPHRATA,PA
390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PA
390226,THE PENNSYLVANIA HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYS,PHILADELPHIA,PA
390228,ST CLAIR MEMORIAL HOSPITAL,PITTSBURGH,PA
390231,ABINGTON HOSPITAL - JEFFERSON HEALTH (FKA ABINGTON MEMORIAL HOSPITAL),ABINGTON,PA
390231,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA
390233,UPMC HANOVER,HANOVER,PA
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,TOWANDA,PA
390237,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,PA
390237,SCRANTON HOSPITAL COMPANY LLC,SCRANTON,PA
390242,ST LUKES ALLENTOWN CAMPUS,ALLENTOWN,PA
390256,PENN STATE HEALTH MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA
390256,THE MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA
390258,ST MARY MEDICAL CENTER (PA),LANGHORNE,PA
390258,ST MARY MEDICAL CENTER,NEWTOWN,PA
390265,JEFFERSON REGIONAL MEDICAL CENTER,PITTSBURGH,PA
390266,GROVE CITY MEDICAL CENTER,GROVE CITY,PA
390267,"WEST PENN ALLEGHENY HEALTH SYSTEM, INC.",PITTSBURGH,PA
390268,MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,PA
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES BARRE,PA
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES  BARRE,PA
390304,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,PA
390304,PRIME HEALTHCARE SERVICES ROXBOROUGH LLC,PHILADELPHIA,PA
390326,ST LUKES ANDERSON CAMPUS,EASTON,PA
390326,ST LUKES HOSPITAL-ANDERSON CAMPUS,BETHLEHEM,PA
390328,UPMC EAST,PITTSBURGH,PA
390329,EINSTEIN MEDICAL CENTER MONTGOMERY (FKA MONTGOMERY HOSPITAL MEDICAL CENTER),EAST NORRITON,PA
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,BLUE BELL,PA
390330,ST LUKES MONROE CAMPUS,STROUDSBURG,PA
390330,ST. LUKE'S HOSPITAL -MONROE CAMPUS,BETHLEHEM,PA
391300,GEISINGER JERSEY SHORE HOSPITAL,JERSEY SHORE,PA
391546,DOYLESTOWN HOSPITAL (AKA DOYLESTOWN HEALTH),DOYLESTOWN,PA
392025,PAM SPECIALTY HOSPITAL OF WILKES-BARRE,WILKES BARRE,PA
400001,"PRESBYTERIAN COMMUNITY HOSPITAL, INC.",SAN JUAN,PR
400003,METRO PONCE INC,PONCE,PR
400005,CENTRO MEDICO DEL TURABO INC,SAN JUAN,PR
400006,DOCTORS CENTER HOSPITAL SAN JUAN,MANATI,PR
400007,RYDER MEMORIAL HOSPITAL INC,HUMACAO,PR
400011,HOSPITAL ORIENTE INC,HUMACAO,PR
400013,HOSPITAL MENONITA DE CAYEY,CIDRA,PR
400014,BELLA VISTA HOSPITAL INC,MAYAGUEZ,PR
400016,"HOSPITAL ESPANOL AUXILIO MUTUO DE PUERTO RICO, INC.",SAN JUAN,PR
400018,MENNONITE GENERAL HOSPITAL INC,AIBONITO,PR
400019,METRO SANTURCE INC,SAN JUAN,PR
400022,HOSPITAL DAMAS INC,PONCE,PR
400032,BAYAMON MEDICAL CENTER CORP,GUAYNABO,PR
400044,SAINT LUKES MEMORIAL HOSPITAL INC,PONCE,PR
400048,HOSPITAL MENONITA GUAYAMA INC,GUAYAMA,PR
400079,HOSPITAL COMUNITARIO BUEN SAMARITANO INC,AGUADILLA,PR
400087,DR SUSONI HEALTH COMMUNITY SERVICES CORP,ARECIBO,PR
400098,SAN FRANCISCO HEALTH SYSTEM INC,SAN JUAN,PR
400102,DOCTORS CENTER HOSPITAL BAYAMON INC,MANATI,PR
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES INC,MAYAGUEZ,PR
400104,HOSPITAL MENONITA CAGUAS INC,CIDRA,PR
400106,METROHEALTH INC,SAN JUAN,PR
400109,CENTRO MEDICO DEL TURABO INC,SAN JUAN,PR
400110,YAUCO HEALTHCARE CORPORATION,YAUCO,PR
400111,HOSPITAL SAN CARLOS INCORPORADO,MOCA,PR
400112,SERVICIOS MEDICOS UNIVERSITARIOS,CAROLINA,PR
400114,DORADO HEALTH INC,MANATI,PR
400117,HOSPITAL DR. SUSONI. INC.,ARECIBO,PR
400118,DOCTORS CENTER HOSPITAL INC,MANATI,PR
400123,METRO MAYAGUEZ INC,MAYAGUEZ,PR
400125,CENTRO MEDICO DEL TURABO INC,SAN JUAN,PR
400128,METRO HATO REY INC,hato rey,PR
400131,CARIBE PHYSICIANS PLAZA CORPORATION,FAJARDO,PR
410004,ROGER WILLIAMS MEDICAL CENTER,PROVIDENCE,RI
410004,"PROSPECT CHARTERCARE RWMC, LLC",PROVIDENCE,RI
410005,OUR LADY OF FATIMA HOSPITAL,NORTH PROVIDENCE,RI
410005,"PROSPECT CHARTERCARE SJHSRI, LLC",NORTH PROVIDENCE,RI
410006,NEWPORT HOSPITAL,PROVIDENCE,RI
410007,RHODE ISLAND HOSPITAL,PROVIDENCE,RI
410008,SOUTH COUNTY HOSPITAL HEALTHCARE SYSTEM,WAKEFIELD,RI
410009,KENT COUNTY MEMORIAL HOSPITAL,PROVIDENCE,RI
410011,LANDMARK MEDICAL CENTER,WOONSOCKET,RI
410011,PRIME HEALTHCARE SERVICES LANDMARK LLC,WOONSOCKET,RI
410012,MIRIAM HOSPITAL,PROVIDENCE,RI
410012,THE MIRIAM HOSPITAL,PROVIDENCE,RI
410013,LMW HEALTHCARE INC,WESTERLY,RI
420002,"AMISUB OF SOUTH CAROLINA, INC.",DALLAS,TX
420004,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,CHARLESTON,SC
420005,MCLEOD MEDICAL CENTER-DILLON,FLORENCE,SC
420007,SPARTANBURG MEDICAL CENTER,SPARTANBURG,SC
420009,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420010,HARTSVILLE LLC,HARTSVILLE,SC
420015,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420018,PRISMA HEALTH RICHLAND HOSPITAL (FKA PALMETTO HEALTH RICHLAND),COLUMBIA,SC
420018,PRISMA HEALTH MIDLANDS,COLUMBIA,SC
420020,GEORGETOWN MEMORIAL HOSPITAL,GEORGETOWN,SC
420023,ST. FRANCIS HOSPITAL INC,GREENVILLE,SC
420026,PROVIDENCE HOSPITAL LLC,COLUMBIA,SC
420027,ANMED HEALTH,COLUMBIA,SC
420030,WALTERBORO COMMUNITY HOSPITAL INC,WALTERBORO,SC
420033,GREER MEMORIAL HOSPITAL,GREER,SC
420033,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420037,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420038,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420043,CHEROKEE MEDICAL CENTER,SPARTANBURG,SC
420048,KERSHAW HOSPITAL LLC,CAMDEN,SC
420049,CONWAY REGIONAL MEDICAL CENTER INC,CONWAY,AR
420051,MCLEOD REGIONAL MEDICAL CENTER,FLORENCE,SC
420051,"MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC",FLORENCE,SC
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,SUNRISE,FL
420057,"MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC",FLORENCE,SC
420065,BON SECOURS ST FRANCIS MEDICAL CENTER INC,RICHMOND,VA
420066,LOWER FLORENCE COUNTY HOSPTIAL,LAKE CITY,SC
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,BEAUFORT,SC
420068,THE REGIONAL MEDICAL CENTER OF ORANGEBURG AND CALHOUN COUNTIES,ORANGEBURG,SC
420070,PRISMA HEALTH TUOMEY,SUMTER,SC
420071,SELF REGIONAL HEALTHCARE,GREENWOOD,SC
420072,HAMPTON REGIONAL MEDICAL CENTER,VARNVILLE,SC
420073,LEXINGTON MEDICAL CENTER,WEST COLUMBIA,SC
420073,LEXINGTON COUNTY HEALTH SERVICES DISTRICT INC,WEST COLUMBIA,SC
420078,GREENVILLE MEMORIAL HOSPITAL,GREENVILLE,SC
420078,PRISMA HEALTH-UPSTATE,GREENVILLE,SC
420079,TRIDENT MEDICAL CENTER LLC,CHARLESTON,SC
420080,"HILTON HEAD HEALTH SYSTEM, L.P.",DALLAS,TX
420081,NORTH GREENVILLE MEDICAL CAMPUS (AKA NORTH GREENVILLE HOSPITAL),TRAVELERS REST,SC
420082,AIKEN REGIONAL MEDICAL CENTERS LLC,AIKEN,SC
420085,GRAND STRAND REGIONAL MEDICAL CENTER LLC,MYRTLE BEACH,SC
420086,PRISMA HEALTH MIDLANDS,COLUMBIA,SC
420087,"ROPER HOSPITAL, INC.",CHARLESTON,SC
420089,"EAST COOPER COMMUNITY HOSPITAL, INC.",DALLAS,TX
420091,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,CHARLESTON,SC
420098,WACCAMAW COMMUNITY HOSPITAL,GEORGETOWN,SC
420101,COASTAL CAROLINA MEDICAL CENTER INC,DALLAS,TX
420103,PELHAM MEDICAL CENTER,SPARTANBURG,SC
420104,ROPER ST. FRANCIS MOUNT PLEASANT HOSPITAL,LADSON,SC
420105,MCLEOD LORIS SEACOAST HOSPITAL,LORIS,SC
420106,PRISMA HEALTH MIDLANDS,COLUMBIA,SC
420107,MCLEOD HEALTH CHERAW (FKA CHESTERFIELD GENERAL HOSPITAL),CHERAW,SC
420107,MCLEOD HEALTH CHERAW,CHERAW,SC
420108,UNION MEDICAL CENTER,SPARTANBURG,SC
420109,MCLEOD HEALTH CLARENDON (FKA CLARENDON MEMORIAL HOSPITAL),MANNING,SC
420109,MCLEOD HEALTH CLARENDON,MANNING,SC
422007,FLORENCE MEDICAL CENTER (FKA CAROLINAS HOSPITAL SYSTEM - FLORENCE),FLORENCE,SC
430005,PRAIRIE LAKES HEALTH CARE SYSTEMS INC,WATERTOWN,SD
430008,CITY OF BROOKINGS,BROOKINGS,SD
430012,SACRED HEART HEALTH SERVICES,YANKTON,SD
430013,AVERA QUEEN OF PEACE,MITCHELL,SD
430014,AVERA ST LUKES,ABERDEEN,SD
430015,AVERA ST MARYS,SIOUX FALLS,SD
430016,AVERA MCKINNION HOSPITAL,SIOUX FALLS,SD
430016,AVERA MCKENNAN,WORTHINGTON,MN
430027,SANFORD USD MEDICAL CENTER,SIOUX FALLS,SD
430027,SANFORD MEDICAL CENTER,SIOUX FALLS,SD
430048,REGIONAL HEALTH NETWORK INC,RAPID CITY,SD
430077,RAPID CITY REGIONAL HOSPITAL INC,MINNEAPOLIS,MN
430097,SANFORD HEALTH NETWORK,SIOUX FALLS,SD
431335,HURON REGIONAL MEDICAL CENTER,HURON,SD
440001,MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN
440002,JACKSON MADISON COUNTY GENERAL HOSPITAL,JACKSON,TN
440003,SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN
440003,"SUMNER REGIONAL MEDICAL CENTER, LLC",GALLATIN,TN
440006,HTI MEMORIAL HOSPITAL CORPORATION,NASHVILLE,TN
440007,COFFEE MEDICAL GROUP LLC,MANCHESTER,TN
440008,LEXINGTON HOSPITAL CORPORATION,BRENTWOOD,TN
440009,"CUMBERLAND MEDICAL CENTER, INC.",CROSSVILLE,TN
440010,MAURY REGIONAL HOSPITAL,WAYNESBORO,TN
440011,"BLOUNT MEMORIAL HOSPITAL, INC",MARYVILLE,TN
440012,WELLMONT HEALTH SYSTEM,JOHNSON CITY,TN
440015,"UNIVERSITY HEALTH SYSTEM,INC",KNOXVILLE,TN
440016,BAPTIST MEMORIAL HOSPITAL-HUNTINGDON,HUNTINGDON,TN
440017,WELLMONT HEALTH SYSTEM,JOHNSON CITY,TN
440018,MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN
440020,HILLSIDE HOSPITAL LLC,PULASKI,TN
440029,WILLIAMSON COUNTY HOSPITAL DISTRICT,FRANKLIN,TN
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,MORRISTOWN,TN
440031,ROANE COUNTY MEDICAL CENTER,HARRIMAN,TN
440033,CAMPBELL COUNTY HMA LLC,ATLANTA,GA
440034,METHODIST MEDICAL CENTER,OAK RIDGE,TN
440035,CLARKSVILLE HEALTH SYSTEM GP,ATLANTA,GA
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,NASHVILLE,TN
440040,"PERRY COMMUNITY HOSPITAL, LLC",LINDEN,TN
440046,CENTRAL TENNESSEE HOSPITAL CORPORATION,DICKSON,TN
440048,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN
440049,METHODIST UNIVERSITY HOSPITAL,MEMPHIS,TN
440049,METHODIST HEALTHCARE - MEMPHIS HOSPITALS,MEMPHIS,TN
440053,SAINT THOMAS RUTHERFORD HOSPITAL,MURFREESBORO,TN
440056,"JEFFERSON COUNTY HMA, LLC",ATLANTA,GA
440057,CLAIBORNE MEDICAL CENTER,KNOXVILLE,TN
440058,SOUTHERN TENNESSEE MEDICAL CENTER LLC,WINCHESTER,TN
440059,COOKEVILLE REGIONAL MEDICAL CENTER,COOKEVILLE,TN
440060,"MILAN GENERAL HOSPITAL, INC.",MILAN,TN
440061,MARTIN HEALTH,JACKSON,TN
440063,MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN
440065,NORTHCREST MEDICAL CENTER,NASHVILLE,TN
440068,"ATHENS HOSPITAL, LLC",ATHENS,TX
440072,DYERSBURG HEALTH,JACKSON,TN
440073,MAURY REGIONAL HOSPITAL,COLUMBIA,TN
440081,LECONTE MEDICAL CENTER,KNOXVILLE,TN
440082,SAINT THOMAS WEST HOSPITAL,NASHVILLE,TN
440084,SWEETWATER HOSPITAL ASSOCIATION,SWEETWATER,TN
440091,MEMORIAL HEALTH CARE SYSTEM INC.,CHATTANOOGA,TN
440102,LINCOLN MEDICAL CENTER,FAYETTEVILLE,TN
440104,ERLANGER BARONESS HOSPITAL (FKA ERLANGER MEDICAL CENTER - BARONESS CAMPUS),CHATTANOOGA,TN
440104,CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,CHATTANOOGA,TN
440109,HARDIN COUNTY GENERAL HOSPITAL,SAVANNAH,TN
440110,FORT LOUDOUN MEDICAL CENTER,LENOIR CITY,TN
440125,FORT SANDERS REGIONAL MEDICAL CENTER,KNOXVILLE,TN
440130,BAPTIST MEMORIAL HOSPITAL -UNION CITY INC,UNION CITY,TN
440131,BAPTIST MEMORIAL HOSPITAL-TIPTON,COVINGTON,TN
440132,HENRY COUNTY MEDICAL CENTER,PARIS,TN
440137,SHELBYVILLE HOSPITAL COMPANY LLC,FRANKLIN,TN
440144,TULLAHOMA HMA LLC,TULLAHOMA,TN
440148,"SAINT THOMAS DEKALB HOSPITAL, LLC",NASHVILLE,TN
440150,"HCA HEALTH SERVICES OF TENNESSEE, INC",HERMITAGE,TN
440151,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",NASHVILLE,TN
440152,SHELBY COUNTY HEALTH CARE CORPORATION,MEMPHIS,TN
440156,"PARKRIDGE MEDICAL CENTER, INC.",CHATTANOOGA,TN
440161,"HCA HEALTH SERVICES OF TENNESSEE, INC",HERMITAGE,TN
440173,PARKWEST MEDICAL CENTER,KNOXVILLE,TN
440175,CROCKETT HOSPITAL LLC,LAWRENCEBURG,TN
440176,MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN
440180,JELLICO MEDICAL CENTER INC,JELLICO,TN
440183,"AMISUB (SFH), INC.",DALLAS,TX
440184,MOUNTAIN STATES HEALTH ALLIANCE,JOHNSON CITY,TN
440185,CLEVELAND TENNESSEE HOSPITAL COMPANY LLC,CLEVELAND,TN
440187,LIVINGSTON REGIONAL HOSPITAL LLC,LIVINGSTON,TN
440192,SAINT THOMAS HIGHLANDS HOSPITAL LLC,NASHVILLE,TN
440193,VANDERBILT WILSON COUNTY HOSPITAL (FKA TENNOVA HEALTHCARE - LEBANON UNIVERSITY MEDICAL CENTER),LEBANON,TN
440193,VANDERBILT UNIVERSITY MEDICAL CENTER,NASHVILLE,TN
440194,HENDERSONVILLE HOSPITAL CORPORATION,HENDERSONVILLE,TN
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,NASHVILLE,TN
440197,"HCA HEALTH SERVICES OF TENNESSEE, INC",HERMITAGE,TN
440200,SAINT THOMAS STONES RIVER HOSPITAL LLC,NASHVILLE,TN
440227,"HCA HEALTH SERVICES OF TENNESSEE, INC",HERMITAGE,TN
440228,"SAINT FRANCIS HOSPITAL-BARTLETT, INC.",DALLAS,TX
440231,TRUSTPOINT HOSPITAL LLC,MURFREESBORO,TN
450002,TENET HOSPITALS LIMITED,DALLAS,TX
450007,SID PETERSON MEMORIAL HOSPITAL,KERRVILLE,TX
450010,UNITED REGIONAL HEALTH CARE SYSTEM INC,WICHITA FALLS,TX
450011,ST JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM (AKA PARKLAND MEMORIAL HOSPITAL),DALLAS,TX
450015,DALLAS COUNTY HOSPITAL DISTRICT,AUSTIN,TX
450018,UTMB HEALTH LEAGUE CITY CAMPUS HOSPITAL,LEAGUE CITY,TX
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,DALLAS,TX
450021,BAYLOR UNIVERSITY MEDICAL CENTER - DALLAS,DALLAS,TX
450021,BAYLOR UNIVERSITY MEDICAL CENTER,TEMPLE,TX
450023,CITIZENS MEDICAL CENTER COUNTY OF VICTORIA,VICTORIA,TX
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,TX
450028,VHS BROWNSVILLE HOSPITAL COMPANY LLC,NASHVILLE,TN
450029,LAREDO TEXAS HOSPITAL COMPANY LP,FRANKLIN,TN
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,LONGVIEW,TX
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,NASHVILLE,TN
450034,CHRISTUS  HEALTH SOUTHEAST TEXAS,Dallas,TX
450035,SJ MEDICAL CENTER LLC,HOUSTON,TX
450039,JOHN PETER SMITH HOSPITAL (AKA JPS HEALTH NETWORK),FORT WORTH,TX
450039,TARRANT COUNTY HOSPITAL DISTRICT,FORT WORTH,TX
450040,COVENANT MEDICAL CENTER,LUBBOCK,TX
450042,ASCENSION PROVIDENCE,WACO,TX
450044,THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,DALLAS,TX
450044,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,DALLAS,TX
450046,CHRISTUS SPOHN HEALTH SYSTEM CORPORATION,DALLAS,TX
450051,METHODIST DALLAS MEDICAL CENTER,DALLAS,TX
450051,METHODIST HOSPITALS OF DALLAS,DALLAS,TX
450054,SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX
450055,ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX
450056,ASCENSION SETON,AUSTIN,TX
450058,VHS SAN ANTONIO PARTNERS LLC,NASHVILLE,TN
450064,TEXAS HEALTH ARLINGTON MEMORIAL,ARLINGTON,TX
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX
450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,HOUSTON,TX
450072,COMMUNITY HOSPITAL OF BRAZOSPORT,LAKE JACKSON,TX
450079,BAYLOR SCOTT & WHITE MEDICAL CENTER - IRVING,IRVING,TX
450079,BAYLOR MEDICAL CENTER AT IRVING,TEMPLE,TX
450080,TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX
